Timestamp(ms)	Intensity	Winning Status
1656533619867	0.5137333292641988	0.5
1656533619968	0.5137333292641988	0.5
1656533620082	0.5176549577318644	0.5
1656533620182	0.5176549577318644	0.5
1656533620283	0.5098117007965332	0.5
1656533620397	0.5098117007965332	0.5
1656533620513	0.5098117007965332	0.5
1656533620613	0.5098117007965332	0.5
1656533620715	0.5058900723288675	0.5
1656533620828	0.4980468153935362	0.5
1656533620943	0.4980468153935362	0.5
1656533621043	0.4980468153935362	0.5
1656533621158	0.5137333292641988	0.5
1656533621270	0.5215765861995301	0.5
1656533621384	0.5882442701498459	0.5
1656533621498	0.5921658986175116	0.5
1656533621614	0.5921658986175116	0.5
1656533621715	0.5921658986175116	0.5
1656533621828	0.6980498672444838	0.49412518692587054
1656533621944	0.6902066103091525	0.49412518692587054
1656533622063	0.6902066103091525	0.49412518692587054
1656533622179	0.6549119541001618	0.5019684438612019
1656533622294	0.6235389263588367	0.5019684438612019
1656533622407	0.631382183294168	0.5058900723288675
1656533622513	0.6470686971648305	0.5058900723288675
1656533622625	0.6627552110354931	0.5058900723288675
1656533622727	0.6823633533738213	0.5058900723288675
1656533622843	0.6980498672444838	0.5058900723288675
1656533622946	0.6980498672444838	0.5058900723288675
1656533623060	0.6941282387768182	0.5058900723288675
1656533623161	0.6941282387768182	0.5058900723288675
1656533623262	0.6980498672444838	0.5058900723288675
1656533623363	0.6862849818414869	0.5058900723288675
1656533623477	0.6666768395031587	0.5058900723288675
1656533623595	0.631382183294168	0.5058900723288675
1656533623708	0.631382183294168	0.5058900723288675
1656533623821	0.6235389263588367	0.5058900723288675
1656533623922	0.5804010132145146	0.5058900723288675
1656533624039	0.6000091555528428	0.5058900723288675
1656533624150	0.6000091555528428	0.5058900723288675
1656533624253	0.5725577562791834	0.5058900723288675
1656533624367	0.5647144993438521	0.5058900723288675
1656533624483	0.5725577562791834	0.5058900723288675
1656533624599	0.5921658986175116	0.5058900723288675
1656533624709	0.6235389263588367	0.5058900723288675
1656533624825	0.6353038117618336	0.5058900723288675
1656533624938	0.619617297891171	0.5058900723288675
1656533625042	0.5843226416821803	0.5058900723288675
1656533625153	0.5607928708761865	0.5058900723288675
1656533625254	0.5647144993438521	0.5058900723288675
1656533625371	0.5647144993438521	0.5058900723288675
1656533625486	0.5686361278115177	0.5058900723288675
1656533625588	0.6000091555528428	0.5058900723288675
1656533625702	0.631382183294168	0.5058900723288675
1656533625802	0.631382183294168	0.5058900723288675
1656533625903	0.631382183294168	0.5058900723288675
1656533626017	0.6392254402294992	0.5058900723288675
1656533626130	0.6392254402294992	0.5058900723288675
1656533626246	0.6392254402294992	0.5058900723288675
1656533626361	0.6392254402294992	0.5058900723288675
1656533626464	0.6392254402294992	0.5058900723288675
1656533626578	0.6392254402294992	0.5058900723288675
1656533626691	0.6392254402294992	0.5058900723288675
1656533626792	0.6392254402294992	0.5058900723288675
1656533626905	0.6392254402294992	0.5058900723288675
1656533627020	0.6392254402294992	0.5058900723288675
1656533627120	0.6392254402294992	0.5058900723288675
1656533627233	0.6392254402294992	0.5058900723288675
1656533627335	0.6392254402294992	0.5058900723288675
1656533627435	0.6392254402294992	0.5058900723288675
1656533627550	0.6431470686971649	0.5058900723288675
1656533627665	0.631382183294168	0.5058900723288675
1656533627775	0.631382183294168	0.5058900723288675
1656533627878	0.631382183294168	0.5058900723288675
1656533627990	0.6431470686971649	0.5058900723288675
1656533628090	0.6509903256324961	0.5058900723288675
1656533628202	0.6509903256324961	0.5058900723288675
1656533628306	0.6509903256324961	0.5058900723288675
1656533628420	0.6549119541001618	0.5058900723288675
1656533628520	0.6862849818414869	0.5058900723288675
1656533628622	0.6902066103091525	0.5058900723288675
1656533628723	0.6862849818414869	0.5058900723288675
1656533628823	0.67452009643849	0.5058900723288675
1656533628940	0.6902066103091525	0.5058900723288675
1656533629043	0.6980498672444838	0.5058900723288675
1656533629160	0.6509903256324961	0.5058900723288675
1656533629271	0.6509903256324961	0.5058900723288675
1656533629385	0.6627552110354931	0.5058900723288675
1656533629487	0.67452009643849	0.5058900723288675
1656533629603	0.6705984679708243	0.5058900723288675
1656533629705	0.6627552110354931	0.5058900723288675
1656533629820	0.6588335825678274	0.5058900723288675
1656533629920	0.6588335825678274	0.5058900723288675
1656533630021	0.6588335825678274	0.5058900723288675
1656533630137	0.6549119541001618	0.5058900723288675
1656533630254	0.6588335825678274	0.5058900723288675
1656533630370	0.6588335825678274	0.5019684438612019
1656533630470	0.6549119541001618	0.5058900723288675
1656533630583	0.6549119541001618	0.5058900723288675
1656533630686	0.6705984679708243	0.5058900723288675
1656533630799	0.6862849818414869	0.5058900723288675
1656533630899	0.6980498672444838	0.5058900723288675
1656533630999	0.7529526657918028	0.5058900723288675
1656533631100	0.7568742942594684	0.5058900723288675
1656533631213	0.7686391796624653	0.5058900723288675
1656533631328	0.8745231482894376	0.5058900723288675
1656533631441	0.8627582628864406	0.5058900723288675
1656533631555	0.7882473220007935	0.5058900723288675
1656533631669	0.7882473220007935	0.5058900723288675
1656533631769	0.772560808130131	0.5058900723288675
1656533631886	0.7058931241798151	0.5058900723288675
1656533631987	0.7098147526474807	0.5058900723288675
1656533632090	0.7019714957121495	0.5058900723288675
1656533632204	0.6862849818414869	0.5058900723288675
1656533632320	0.6862849818414869	0.5058900723288675
1656533632437	0.6902066103091525	0.5058900723288675
1656533632553	0.6862849818414869	0.5058900723288675
1656533632666	0.6862849818414869	0.5058900723288675
1656533632766	0.6862849818414869	0.5058900723288675
1656533632880	0.6902066103091525	0.5058900723288675
1656533632982	0.6980498672444838	0.5058900723288675
1656533633082	0.7451094088564715	0.5058900723288675
1656533633198	0.7843256935331279	0.5058900723288675
1656533633312	0.7647175511947997	0.5058900723288675
1656533633427	0.7568742942594684	0.5137333292641988
1656533633528	0.8274636066774499	0.5176549577318644
1656533633643	0.8431501205481124	0.5176549577318644
1656533633758	0.8353068636127812	0.5176549577318644
1656533633873	0.8039338358714561	0.5176549577318644
1656533633987	0.7764824365977966	0.5176549577318644
1656533634090	0.7843256935331279	0.5176549577318644
1656533634204	0.7843256935331279	0.5176549577318644
1656533634305	0.7137363811151464	0.5137333292641988
1656533634406	0.7058931241798151	0.5137333292641988
1656533634522	0.7333445234534746	0.5176549577318644
1656533634622	0.7529526657918028	0.5176549577318644
1656533634737	0.6902066103091525	0.5137333292641988
1656533634853	0.7019714957121495	0.5137333292641988
1656533634954	0.7294228949858089	0.5137333292641988
1656533635070	0.7098147526474807	0.5137333292641988
1656533635184	0.7058931241798151	0.5137333292641988
1656533635300	0.7451094088564715	0.5137333292641988
1656533635401	0.6980498672444838	0.5137333292641988
1656533635501	0.7686391796624653	0.5137333292641988
1656533635617	0.7451094088564715	0.5137333292641988
1656533635730	0.7255012665181433	0.5137333292641988
1656533635844	0.7843256935331279	0.5137333292641988
1656533635958	0.7333445234534746	0.5098117007965332
1656533636058	0.7333445234534746	0.5098117007965332
1656533636173	0.7529526657918028	0.5098117007965332
1656533636274	0.7451094088564715	0.5098117007965332
1656533636391	0.7372661519211402	0.5098117007965332
1656533636504	0.7372661519211402	0.5098117007965332
1656533636605	0.7804040650654622	0.5098117007965332
1656533636705	0.7921689504684591	0.5098117007965332
1656533636820	0.7490310373241371	0.5098117007965332
1656533636921	0.7215796380504776	0.5098117007965332
1656533637036	0.6902066103091525	0.5098117007965332
1656533637137	0.7529526657918028	0.5098117007965332
1656533637237	0.7529526657918028	0.5098117007965332
1656533637352	0.7568742942594684	0.5098117007965332
1656533637452	0.7529526657918028	0.5098117007965332
1656533637567	0.7372661519211402	0.5098117007965332
1656533637669	0.7333445234534746	0.5098117007965332
1656533637769	0.8000122074037904	0.5098117007965332
1656533637883	0.8000122074037904	0.5098117007965332
1656533637995	0.8274636066774499	0.5098117007965332
1656533638096	0.7647175511947997	0.5098117007965332
1656533638209	0.7451094088564715	0.5098117007965332
1656533638324	0.815698721274453	0.5098117007965332
1656533638437	0.7647175511947997	0.5098117007965332
1656533638553	0.858836634418775	0.5098117007965332
1656533638655	0.8235419782097843	0.5098117007965332
1656533638755	0.8000122074037904	0.5098117007965332
1656533638855	0.8078554643391217	0.5098117007965332
1656533638971	0.7372661519211402	0.5098117007965332
1656533639086	0.8353068636127812	0.5098117007965332
1656533639200	0.7686391796624653	0.5098117007965332
1656533639302	0.8392284920804468	0.5098117007965332
1656533639415	0.7568742942594684	0.5098117007965332
1656533639531	0.6902066103091525	0.5058900723288675
1656533639634	0.7921689504684591	0.5098117007965332
1656533639747	0.6784417249061556	0.5098117007965332
1656533639848	0.8470717490157781	0.5098117007965332
1656533639964	0.6549119541001618	0.5098117007965332
1656533640064	0.8706015198217719	0.5098117007965332
1656533640177	0.6902066103091525	0.5098117007965332
1656533640297	0.7255012665181433	0.5098117007965332
1656533640409	0.760795922727134	0.5098117007965332
1656533640525	0.8941312906277658	0.5098117007965332
1656533640625	0.8706015198217719	0.5098117007965332
1656533640743	0.7882473220007935	0.5098117007965332
1656533640857	0.7921689504684591	0.5098117007965332
1656533640974	0.717658009582812	0.5098117007965332
1656533641076	0.619617297891171	0.5098117007965332
1656533641188	0.7686391796624653	0.5098117007965332
1656533641290	0.772560808130131	0.5098117007965332
1656533641404	0.6039307840205085	0.5098117007965332
1656533641505	0.8392284920804468	0.5098117007965332
1656533641606	0.6117740409558398	0.5098117007965332
1656533641721	0.9058961760307627	0.5098117007965332
1656533641821	0.631382183294168	0.5058900723288675
1656533641923	0.7882473220007935	0.5058900723288675
1656533642023	0.7686391796624653	0.5098117007965332
1656533642123	0.6353038117618336	0.5098117007965332
1656533642237	0.8392284920804468	0.5098117007965332
1656533642337	0.5804010132145146	0.5098117007965332
1656533642452	0.8706015198217719	0.5058900723288675
1656533642566	0.5882442701498459	0.5058900723288675
1656533642667	0.8784447767571032	0.5098117007965332
1656533642784	0.5725577562791834	0.5058900723288675
1656533642884	0.901974547563097	0.5058900723288675
1656533642985	0.6627552110354931	0.5058900723288675
