#Balls,#Bullets,Score,AvgBtnFreq,AvgBallDist,RatioBalls,AvgBallDir,Intensity Match,Winning Match
2,2,3,1,92,1,-1.45658,0,1
2,2,3,1,102,1,-1.44958,0,1
2,2,3,1,111,1,-1.44358,0,1
2,2,3,0,121,1,-1.43658,0,1
2,2,3,2,130,1,-1.43058,0,1
2,2,3,2,140,1,-1.42358,0,1
2,2,3,2,150,1,-1.41658,0,1
1,1,4,0,0,1,0,0,1
1,2,4,1,0,1,0,0,1
1,2,4,1,0,1,0,0,1
1,2,4,1,0,1,0,0,1
1,2,4,1,0,1,0,0,1
1,3,4,3,0,1,0,0,1
1,3,4,2,0,1,0,0,1
1,3,4,2,0,1,0,0,1
1,3,4,2,0,1,0,0,1
1,3,4,3,0,1,0,0,1
1,5,4,2,0,1,0,0,1
1,4,4,2,0,1,0,0,1
1,2,4,2,0,1,-1.12873,0,1
1,2,4,2,5,1,-1.12473,0,1
1,3,4,1,11,1,-1.11873,0,1
1,3,4,0,18,1,-1.11273,0,1
1,3,4,0,26,1,-1.10573,0,1
1,3,4,2,33,1,-1.09873,0,1
1,3,4,2,40,1,-1.09273,0,1
1,4,4,2,47,1,-1.08673,0,1
1,4,4,2,54,1,-1.07973,0,1
1,3,4,2,53,1,0.60235,0,1
1,2,4,0,51,1,0.59835,0,1
1,2,4,0,47,1,0.59235,0,1
1,2,4,1,43,1,0.58535,0,1
1,2,4,1,40,1,0.57935,0,1
1,2,4,2,36,1,0.57235,0,1
1,2,4,2,32,1,0.56635,0,1
1,2,4,2,28,1,0.55935,0,1
1,0,4,1,25,1,-0.8571,0,1
1,1,4,1,29,1,-0.8531,0,1
1,1,4,0,33,1,-0.8481,0,1
1,1,4,0,39,1,-0.8411,0,1
1,1,4,0,44,1,-0.8351,0,1
1,1,4,0,49,1,-0.8291,0,1
1,2,4,2,54,1,-0.8231,0,1
1,2,4,2,60,1,-0.8161,0,1
1,2,4,2,65,1,-0.8101,0,1
1,2,4,3,70,1,-0.8031,0,1
1,2,4,3,75,1,-0.7971,0,1
1,2,4,1,81,1,-0.7901,0,1
1,2,4,1,86,1,-0.7831,0,1
1,2,4,1,91,1,-0.7771,0,1
1,3,4,1,96,1,-0.7701,0,1
1,3,4,1,102,1,-0.7631,0,1
1,3,4,1,106,1,-0.7571,0,1
1,4,4,1,111,1,-0.7511,0,1
1,2,4,1,105,1,1.97949,0,1
1,2,4,0,96,1,1.97449,0,1
1,1,4,0,85,1,-0.99708,0,1
1,1,4,0,89,1,-0.99308,0,1
1,1,4,0,95,1,-0.98708,0,1
1,2,4,2,102,1,-0.98008,0,1
1,1,4,2,108,1,-0.97308,0,1
1,1,4,2,115,1,-0.96608,0,1
1,1,4,2,121,1,-0.96008,0,1
1,1,4,2,128,1,-0.95308,0,1
1,1,4,0,133,1,1.99938,0,1
1,1,4,0,125,1,1.99538,0,1
1,1,4,0,115,1,1.99038,0,1
1,0,4,0,115,1,-0.43306,0,1
1,0,4,0,117,1,-0.42806,0,1
1,1,4,2,120,1,-0.42106,0,1
1,1,4,2,123,1,-0.41406,0,1
1,1,4,2,125,1,-0.40806,0,1
1,2,4,2,128,1,-0.40106,0,1
1,2,4,2,131,1,-0.39406,0,1
1,2,4,0,134,1,-0.38706,0,1
2,2,4,0,68,1,-0.19003,0,1
2,2,4,0,70,1,-0.18653,0,1
2,2,4,0,71,1,-0.18303,0,1
2,3,4,1,72,1,-0.17953,0,1
2,3,4,1,73,1,-0.17603,0,1
2,2,4,1,75,1,-0.17253,0,1
2,3,4,2,76,1,-0.16903,0,1
2,2,4,3,77,1,1.00967,0,1
2,2,4,2,73,1,1.00767,0,1
2,3,4,4,68,1,1.00517,0,1
2,3,4,4,61,1,1.00167,0,1
2,3,4,3,54,1,0.99817,0,1
2,4,4,3,47,1,0.99467,0,1
2,4,4,3,40,1,0.99117,0,1
2,3,4,1,33,1,0.31047,0,1
2,2,4,1,32,1,0.31047,0,1
2,3,4,2,31,1,0.31047,0,1
2,3,4,1,29,1,0.31047,0,1
2,3,4,2,27,1,0.31047,0,1
2,3,4,2,24,1,0.31047,0,1
2,3,4,2,22,0.5,0.31047,0,1
2,3,4,2,20,0.5,0.31047,0,1
2,4,4,3,18,0.5,0.31047,0,1
2,3,4,2,12,0.5,1.7731,0,1
2,3,4,2,1,0.5,1.7671,0,1
2,2,4,2,-3,0.5,0.13375,0,1
2,3,4,1,-3,0.5,0.13375,0,1
2,3,4,0,-4,0.5,0.13375,0,1
2,3,4,2,-5,0.5,0.13375,0,1
2,3,4,2,-6,0.5,0.13375,0,1
2,1,4,2,-11,0.5,1.51886,0,1
2,1,4,2,-19,0,1.51386,0,0
2,0,4,2,-24,0,0.39949,0,0
2,0,4,0,-26,0,0.39949,0,0
2,0,4,1,-28,0,0.39949,0,0
2,1,4,2,-30,0,0.39949,0,0
2,0,4,2,-31,0.5,-1.09772,0,0
2,0,4,2,-28,0.5,-1.09472,0,0
2,0,4,2,-24,0.5,-1.09072,0,0
2,1,4,2,-16,0.5,-1.08372,0,0
2,2,4,2,-10,0.5,-1.07772,0,0
2,2,4,2,-3,0.5,-1.07172,0,0
2,1,4,2,3,0.5,-0.00619,0,0
2,1,4,2,3,0.5,-0.00619,0,0
2,2,4,3,3,0.5,-0.00619,0,0
2,2,4,2,3,0.5,-0.00619,0,0
2,1,4,2,4,0.5,-0.94036,0,0
2,1,4,2,7,0.5,-0.93636,0,0
2,1,4,2,12,0.5,-0.93136,0,0
2,2,4,0,18,0.5,-0.92436,0,0
2,2,4,0,24,0.5,-0.91836,0,0
2,2,4,1,31,1,0.37777,0,0
2,1,4,1,29,1,0.37777,0,0
2,1,4,1,27,1,0.37777,0,0
2,1,4,1,25,1,0.37777,0,0
2,0,4,1,29,1,-1.47753,0,0
2,0,4,0,36,1,-1.47253,0,1
2,0,4,0,46,1,-1.46553,0,1
2,1,4,2,57,1,-1.45853,0,1
2,1,4,2,67,1,-1.45153,0,1
2,2,4,2,75,1,-1.44553,0,1
2,2,4,2,86,1,-1.43853,0,1
2,1,4,2,88,1,0.26881,0,1
2,1,4,0,87,1,0.26881,0,1
2,0,4,0,88,1,-0.78805,0,1
2,1,4,2,92,1,-0.78305,0,1
2,1,4,2,97,1,-0.77705,0,1
2,1,4,2,102,1,-0.77005,0,1
2,1,4,2,108,1,-0.76305,0,1
2,1,4,2,113,1,-0.75605,0,1
3,1,4,0,79,1,0.29786,0,1
3,1,4,0,78,1,0.29786,0,1
3,1,4,0,77,1,0.29786,0,1
3,1,4,0,75,1,0.29786,0,1
3,2,4,0,73,1,0.29786,0,1
3,1,4,0,70,1,0.68292,0,1
3,1,4,0,68,1,0.68092,0,1
3,2,4,1,66,1,0.67825,0,1
3,1,4,1,61,1,0.67359,0,1
3,1,4,2,57,1,0.66959,0,1
3,1,4,2,52,1,0.66492,0,1
3,1,4,3,48,1,0.66025,0,1
3,2,4,3,44,1,0.65625,0,1
3,2,4,3,39,1,0.65159,0,1
3,3,4,2,35,1,0.64692,0,1
3,2,4,2,33,1,0.19312,0,1
3,2,4,1,32,1,0.19212,1,1
3,2,4,1,30,1,0.50449,1,1
3,2,4,1,27,1,0.50249,1,1
3,1,4,2,24,1,0.50016,1,1
3,0,4,2,22,1,-0.61425,1,1
3,0,4,2,24,1,-0.61292,1,1
3,1,4,1,28,1,-0.61092,1,1
3,1,4,1,31,1,-0.60892,1,1
3,1,4,1,36,1,-0.60658,1,1
3,2,4,2,39,1,-0.60458,1,1
3,2,4,2,44,0.666666667,-0.60225,1,1
3,2,4,2,47,0.666666667,-0.60025,1,1
3,1,4,2,51,0.666666667,-1.30505,1,1
3,1,4,2,56,1,-1.30105,1,1
3,1,4,1,65,1,-1.29405,1,1
3,2,4,2,74,1,-1.28705,1,1
3,2,4,2,82,1,-1.28105,1,1
3,2,4,2,91,1,-1.27405,1,1
3,1,4,1,101,1,-0.40115,1,1
3,0,4,1,102,1,-0.33498,1,1
3,0,4,0,104,1,-0.33364,1,1
3,0,4,0,105,1,-0.33131,1,1
3,1,4,1,108,1,-0.32898,1,1
3,1,4,1,110,1,-0.32698,1,1
3,1,4,1,112,1,-0.32464,1,1
3,3,4,2,114,1,-0.32231,1,1
3,3,4,2,116,1,-0.32031,1,1
3,3,4,1,118,1,-0.31798,1,1
3,3,4,1,121,1,-0.31564,1,1
1,1,5,0,0,1,0,1,1
1,1,5,0,0,1,0,0,1
1,2,5,1,0,1,0,0,1
1,2,5,1,0,1,0,0,1
1,3,5,2,0,1,0,0,0
1,2,5,2,5,1,-1.32502,0,0
1,2,5,3,12,1,-1.32002,0,0
1,3,5,3,21,1,-1.31302,0,0
1,2,5,3,28,1,-1.53654,0,1
1,2,5,3,36,1,-1.53154,0,1
1,2,5,3,47,1,-1.52454,0,1
1,2,5,3,57,1,-1.51754,0,1
1,2,5,3,60,1,0.97251,0,1
1,2,5,3,55,1,0.96751,0,1
1,2,5,2,48,1,0.96051,0,1
1,3,5,2,42,1,0.95351,0,1
1,4,5,3,35,1,0.94651,0,1
1,4,5,2,29,1,0.94051,0,1
1,5,5,3,23,1,0.93351,0,1
1,4,5,3,17,1,0.92751,0,1
1,4,5,3,11,1,0.92051,0,1
1,4,5,1,5,1,0.91451,0,1
1,4,5,2,6,1,-0.66251,0,1
1,4,5,1,10,1,-0.65751,0,1
1,3,5,2,14,1,-0.65051,0,1
1,4,5,3,19,1,-0.64351,0,1
1,3,5,3,23,1,-0.63751,0,1
1,3,5,3,27,1,-0.63051,0,1
1,3,5,3,31,1,-0.62351,0,1
1,3,5,3,35,1,-0.61751,0,1
1,4,5,2,39,1,-0.61151,0,1
1,5,5,3,43,1,-0.60451,0,1
1,4,5,2,48,1,-0.8198,0,0
1,5,5,3,51,1,-0.8168,0,0
1,4,5,2,55,1,-0.8118,0,0
1,4,5,2,61,1,-0.8048,0,0
1,5,5,2,66,1,-0.7988,0,0
1,4,5,3,72,1,-0.7918,0,0
1,4,5,2,77,1,-0.7848,0,0
1,5,5,3,83,1,-0.7778,0,0
1,5,5,4,88,1,-0.7708,0,0
1,5,5,3,93,1,-0.7638,0,0
1,4,5,2,98,1,-0.7578,0,1
1,4,5,2,103,1,-0.7508,0,1
1,3,5,1,108,1,-0.7438,0,1
1,4,5,1,114,1,-1.15703,0,1
1,4,5,1,117,1,-1.15403,0,1
1,3,5,1,125,1,-1.14703,0,1
1,3,5,1,133,1,-1.14003,0,1
1,2,5,1,140,1,-1.13403,0,1
1,2,5,0,139,1,1.16342,0,1
1,2,5,0,135,1,1.16042,0,1
1,2,5,0,127,1,1.15342,0,1
1,1,5,0,126,1,-0.98584,0,1
