Timestamp(ms)	#Balls	#Bullets	Score	AvgBtnFreq	AvgBallDist	RatioBalls	AvgBallDir
1656615304873	2	3	2	4	109	1.0	-0.31040
1656615304974	2	3	2	3	110	1.0	-0.31040
1656615305079	2	4	2	4	112	1.0	-0.31040
1656615305183	2	3	2	3	113	1.0	-0.31040
1656615305286	2	3	2	4	115	1.0	-0.31040
1656615305396	2	3	2	3	116	1.0	0.38526
1656615305527	2	3	2	3	115	1.0	0.38526
1656615305628	2	3	2	2	113	1.0	0.38526
1656615305730	2	4	2	3	111	1.0	0.38526
1656615305833	2	4	2	2	109	1.0	0.38526
1656615305937	2	4	2	2	106	1.0	0.38526
1656615306038	2	6	2	3	104	1.0	0.38526
1656615306142	2	5	2	3	100	1.0	1.67167
1656615306249	2	4	2	3	93	1.0	1.66767
1656615306353	2	4	2	3	82	1.0	1.66167
1656615306454	2	4	2	3	72	1.0	1.65567
1656615306557	2	3	2	3	62	1.0	1.64967
1656615306658	2	3	2	3	52	1.0	1.64367
1656615306760	2	4	2	3	43	0.5	1.63767
1656615306871	2	3	2	4	41	0.5	0.02602
1656615306979	2	3	2	4	41	1.0	0.02602
1656615307086	2	3	2	3	41	1.0	0.02602
1656615307191	2	2	2	3	40	1.0	0.02602
1656615307295	2	3	2	4	40	1.0	0.02602
1656615307399	2	4	2	3	40	1.0	0.02602
1656615307504	2	3	2	4	40	1.0	0.02602
1656615307606	2	3	2	4	40	1.0	0.02602
1656615307726	2	2	2	4	39	1.0	0.12127
1656615307842	2	3	2	4	39	1.0	0.12127
1656615307945	2	3	2	4	38	1.0	0.12127
1656615308050	2	3	2	2	38	0.5	0.12127
1656615308157	2	3	2	4	37	0.5	0.12127
1656615308260	2	2	2	4	36	0.5	0.12127
1656615308361	2	3	2	3	35	0.5	0.12127
1656615308466	2	3	2	3	35	0.5	0.12127
1656615308568	2	3	2	4	34	0.5	0.12127
1656615308668	2	2	2	3	33	0.5	0.12127
1656615308769	2	2	2	4	32	0.5	0.12127
1656615308871	2	3	2	4	32	0.5	0.12127
1656615308971	2	3	2	4	31	0.5	0.12127
1656615309086	2	2	2	4	34	0.5	-1.08675
1656615309196	2	2	2	3	40	0.5	-1.08175
1656615309299	2	3	2	3	46	0.5	-1.07575
1656615309400	3	3	2	3	35	0.6666666666666666	-0.71317
1656615309500	3	3	2	3	39	0.6666666666666666	-0.70917
1656615310222	1	0	3	2	0	1.0	0.00000
1656615310325	1	0	3	1	0	1.0	0.00000
1656615310428	1	0	3	1	0	1.0	0.00000
1656615310530	1	1	3	1	0	1.0	0.00000
1656615310634	1	1	3	2	0	1.0	0.00000
1656615310740	1	1	3	2	0	1.0	0.00000
1656615310862	1	1	3	3	3	1.0	-1.27673
1656615310967	1	1	3	3	6	1.0	-1.27373
1656615311070	1	1	3	3	13	1.0	-1.26873
1656615311178	1	1	3	3	20	1.0	-1.26273
1656615311282	1	3	3	4	28	1.0	-1.25673
1656615311389	1	3	3	3	34	1.0	-1.25173
1656615311499	1	3	3	4	42	1.0	-1.24573
1656615311615	1	3	3	3	50	1.0	-1.23873
1656615311716	1	4	3	3	58	1.0	-1.23273
1656615311819	1	3	3	2	64	1.0	-1.29246
1656615311928	1	3	3	3	69	1.0	-1.28846
1656615312050	1	4	3	3	77	1.0	-1.28246
1656615312153	1	4	3	3	85	1.0	-1.27646
1656615312254	1	4	3	3	92	1.0	-1.27046
1656615312358	1	3	3	3	100	1.0	-1.26446
1656615312459	1	4	3	3	107	1.0	-1.25846
1656615312562	1	4	3	2	115	1.0	-1.25246
1656615312664	1	3	3	3	122	1.0	-1.24646
1656615312767	1	3	3	2	130	1.0	2.13229
1656615312868	1	3	3	2	123	1.0	2.12929
1656615312980	1	3	3	2	119	1.0	0.02090
1656615313081	1	3	3	2	119	1.0	0.01790
1656615313183	1	3	3	2	119	1.0	0.01490
1656615313286	1	2	3	2	119	1.0	0.00890
1656615313393	1	3	3	3	119	1.0	0.00290
1656615313500	1	3	3	2	119	1.0	0.00000
1656615313614	1	3	3	3	119	1.0	0.00000
1656615313717	1	3	3	3	119	1.0	0.00000
1656615313823	1	4	3	4	119	1.0	0.00000
1656615313924	1	4	3	3	119	1.0	0.00000
1656615314024	1	3	3	4	119	1.0	0.00000
1656615314133	1	4	3	4	119	1.0	0.00000
1656615314235	1	4	3	3	119	1.0	0.00000
1656615314338	1	4	3	3	119	1.0	0.00000
1656615314446	1	3	3	3	119	1.0	0.00000
1656615314549	1	4	3	3	119	1.0	-0.93060
1656615314665	1	4	3	3	123	1.0	-0.92660
1656615314779	1	3	3	3	126	1.0	-0.92260
1656615314881	1	3	3	3	132	1.0	-0.91660
1656615314983	1	3	3	3	137	1.0	-0.91060
1656615315087	1	4	3	3	143	1.0	-0.90460
1656615315192	1	4	3	3	148	1.0	-0.89860
1656615315299	1	4	3	3	154	1.0	-0.89260
1656615315402	1	4	3	2	159	1.0	-0.88660
1656615315504	1	4	3	3	164	1.0	-0.88060
1656615315607	1	4	3	2	170	1.0	-0.87460
1656615315710	1	4	3	2	175	1.0	-0.86860
1656615315814	1	4	3	2	180	1.0	-0.86260
1656615316699	1	2	4	2	0	1.0	0.00000
1656615316802	1	2	4	3	0	1.0	0.00000
1656615316903	1	2	4	3	0	1.0	0.00000
1656615317009	1	2	4	4	5	1.0	-1.82721
1656615317123	1	2	4	3	15	1.0	-1.82221
1656615317227	1	2	4	3	26	1.0	-1.81621
1656615317330	1	3	4	2	36	1.0	-1.81021
1656615317434	1	4	4	4	47	1.0	-1.80421
1656615317536	1	4	4	3	58	1.0	-1.79821
